birthday,name,profile_url
April 7,Milly,character.php?id=3513
April 7,Taihou,character.php?id=91901
April 8,Zelman Digrim,character.php?id=72728
April 8,Shougo Sena,character.php?id=67758
April 8,Minato Hoshiumi,character.php?id=72730
April 8,Chiara Farina,character.php?id=18931
April 8,Sakurai Momoka,character.php?id=70369
April 8,Hiwako Tsunoda,character.php?id=261
April 8,Narumi Satonaka,character.php?id=5295
April 8,Jio Digrim,character.php?id=72725
April 8,Kobato Hinagata,character.php?id=71416
April 8,Queen Candy,character.php?id=49988
April 8,Loewen,character.php?id=75669
April 8,Hotori Kisugi,character.php?id=75827
April 8,Sakura Miku,character.php?id=76519
April 8,Mana Midorikawa,character.php?id=81974
April 8,Kirino Kousaka,character.php?id=22765
April 8,Ranko Kanzaki,character.php?id=70335
April 8,King,character.php?id=29246
April 8,Mature,character.php?id=29275
April 8,Shingo Yabuki,character.php?id=29287
April 8,Buffalo,character.php?id=38633
April 8,Aya Asagiri,character.php?id=90152
April 8,Ikuma Amaki,character.php?id=68555
April 8,Etsugo Ooharano,character.php?id=77812
April 8,Kiri Katou,character.php?id=59892
April 8,Rento Kirishima,character.php?id=63242
April 8,Professor Clover,character.php?id=48980
April 8,Misato Gori,character.php?id=73064
April 8,Sarah Adiemus,character.php?id=24228
April 8,Shizuka Gozen,character.php?id=76891
April 8,Tamaki Suou,character.php?id=12718
April 8,Urara Takachiho,character.php?id=80417
April 8,Talia Gladys,character.php?id=9806
April 8,Mimori Tougou,character.php?id=70172
April 8,Kaoru Nishimi,character.php?id=43971
April 8,Hajime,character.php?id=30549
April 8,Panda,character.php?id=54984
April 8,Johann Faust VIII,character.php?id=17808
April 8,Yukari Miyako,character.php?id=69254
April 8,Milky,character.php?id=37635
April 8,Haruka Morishita,character.php?id=76836
April 8,Ringo Yukimori,character.php?id=39260
April 8,Tomoko Shiretoko,character.php?id=85306
April 8,Jun Suzuki,character.php?id=24305
April 8,Katsumi Ohmi,character.php?id=5678
April 8,Shin,character.php?id=30551
April 8,Renge Yamabuki,character.php?id=27163
April 8,Aby,character.php?id=28185
April 8,Hisui Shinryouji,character.php?id=58976
April 8,Chiyuki Kuwayama,character.php?id=91867
April 8,Kyousuke Yaguchi,character.php?id=91296
April 8,Fidel Camuze,character.php?id=92771
April 8,Wirginia Owen Paltrow,character.php?id=18586
April 8,Saver,character.php?id=38207
April 9,Dante,character.php?id=34432
April 9,Kouzou Fuyutsuki,character.php?id=11871
April 9,Rin Suzunoki,character.php?id=76026
April 9,Pakura,character.php?id=53995
April 9,Tsubame Narahara,character.php?id=32590
April 9,Megumi Kamigaki,character.php?id=25519
April 9,Ryousuke Kirishima,character.php?id=72981
April 9,Ginkaku,character.php?id=30126
April 9,Rinko Kuzaki,character.php?id=20807
April 9,Ami Kurata,character.php?id=52052
April 9,Rin Kobari,character.php?id=69113
April 9,Sakawa,character.php?id=71094
April 9,Caesar Clown,character.php?id=63387
April 9,Yuuichi Jin,character.php?id=70159
April 9,Taka-tin,character.php?id=21188
April 9,Seichiro Togi,character.php?id=3527
April 9,Saku Tooyama,character.php?id=26023
April 9,Kiri Haimura,character.php?id=59732
April 9,Marguerite,character.php?id=48238
April 9,Rias Gremory,character.php?id=36120
April 9,Tsuyuno Yatsumura,character.php?id=90153
April 9,Erisa Ichii,character.php?id=52864
April 9,Nozomi Kitanoji,character.php?id=5946
April 9,Saku Tooyama,character.php?id=25812
April 9,Rei Tomitsuka,character.php?id=15960
April 9,Nobuna Oda,character.php?id=45444
April 9,Mieru Shirosaki,character.php?id=97877
April 9,Ichika Misono,character.php?id=98667
April 9,Alice Zuberg,character.php?id=93570
April 9,Legosi,character.php?id=99008
April 10,Homi Nandie,character.php?id=18933
April 10,Haruka Haruno / Cure Flora,character.php?id=71099
April 10,Aoi Shinomiya,character.php?id=39836
April 10,Cocoa Hoto,character.php?id=66336
April 10,Ami Kamio,character.php?id=71653
April 10,Seisa Mikagura,character.php?id=71774
April 10,Riria Kiritani,character.php?id=74457
April 10,Dorothy,character.php?id=76020
April 10,Haruna Kamijo,character.php?id=78863
April 10,Daisaku Bandai,character.php?id=77993
April 10,Meitenkun,character.php?id=80188
April 10,Captain Falcon,character.php?id=53937
April 10,Mayo Amakasu,character.php?id=14156
April 10,Urakaze,character.php?id=71125
April 10,Kako,character.php?id=70863
April 10,Kusunoki Kasuga,character.php?id=23488
April 10,Izumo Kusanagi,character.php?id=53423
April 10,Katsuo Kurogoma,character.php?id=21201
April 10,Miharu Sakanoue,character.php?id=43899
April 10,Aoi Sakurai,character.php?id=68119
April 10,Youhei Satake,character.php?id=59195
April 10,Tasuke Shichiri,character.php?id=20306
April 10,Roka Shibasaki,character.php?id=65531
April 10,Charlotte Hazelrink,character.php?id=9689
April 10,Suou,character.php?id=83810
April 10,Ginta Suou,character.php?id=10941
April 10,Maya Sudo,character.php?id=13194
April 10,Retsu Seiba,character.php?id=51355
April 10,Hachibei Takaya,character.php?id=18734
April 10,Natsuhiko Taki,character.php?id=49439
April 10,Kouichirou Tanba,character.php?id=67480
April 10,Kirino Chiba,character.php?id=5371
April 10,Tsubame,character.php?id=63068
April 10,Ryouma Terasaka,character.php?id=70247
April 10,I-26,character.php?id=82810
April 10,Nono Nekomiya,character.php?id=12124
April 10,Airi Hasekura,character.php?id=26690
April 10,Renka Ma,character.php?id=37687
April 10,Hiburi,character.php?id=89586
April 10,Yoshiki Hirano,character.php?id=77796
April 10,Suiran Fou,character.php?id=60133
April 10,Fujinami,character.php?id=79368
April 10,Marie en Carlsberg,character.php?id=26026
April 10,Ran Mitake,character.php?id=81945
April 10,Tohka Yatogami,character.php?id=54651
April 10,Kazuo Yoshida,character.php?id=73062
April 10,Wagumi Tabuchi,character.php?id=54143
April 10,Yuu,character.php?id=62211
April 10,Sarutobi Sasuke,character.php?id=90138
April 10,Kurodo Mizutami,character.php?id=39467
April 10,Acht,character.php?id=85436
April 10,Asaka Komiya,character.php?id=43582
April 10,Hikari Jinno,character.php?id=221
April 10,Haruka Kutuna,character.php?id=54642
April 10,Shouko Makinohara,character.php?id=91325
April 10,Tomoe Jinguu,character.php?id=95079
April 10,Sari Sarasa,character.php?id=98176
April 10,Eugeo,character.php?id=93820
April 11,Aoi Kohinata,character.php?id=72379
April 11,Otoya Ittoki,character.php?id=26436
April 11,Suguru Koshigaya,character.php?id=66188
April 11,Cerebella,character.php?id=84130
April 11,Gai Tendo,character.php?id=29349
April 11,Takuya Isurugi ,character.php?id=20325
April 11,Inko Amifumi,character.php?id=68230
April 11,Akigumo,character.php?id=71051
April 11,Seiji Igarashi,character.php?id=59904
April 11,Kayneth El-Melloi Archibald,character.php?id=34150
April 11,Shouko Sashinami,character.php?id=60932
April 11,Tsukushi,character.php?id=41002
April 11,Tolle Koenig,character.php?id=64388
April 11,Sanae Nakazawa,character.php?id=63927
April 11,Risako Niiyama,character.php?id=39736
April 11,Pekoms,character.php?id=48876
April 11,Tetsuya Murata,character.php?id=70277
April 11,Shuri Yomiya / Sully Yomiya,character.php?id=50794
April 11,Wanabusa Madoka,character.php?id=32719
April 11,Bishop,character.php?id=32715
April 11,Shun Imaoji,character.php?id=99652
April 12,C.C.,character.php?id=9943
April 12,Haruka Amanogawa,character.php?id=9885
April 12,Ellyeir Pulp,character.php?id=12237
April 12,Hayato Chiba,character.php?id=75289
April 12,Sae Sakuraura,character.php?id=75449
April 12,Kaito Momota,character.php?id=79477
April 12,Toma,character.php?id=33736
April 12,Yuli Norbert,character.php?id=83790
April 12,Bastion Misawa,character.php?id=9275
April 12,Hinata Wakaba,character.php?id=85930
April 12,Sakura Shiotsuki,character.php?id=31590
April 12,Kuniumi Maitake,character.php?id=12608
April 12,Gakuhou Asano,character.php?id=82689
April 12,Taichi Ohie,character.php?id=77811
April 12,Commandant Teste,character.php?id=54905
April 12,Yuzuriha,character.php?id=52989
April 12,Rihoko Sakurai,character.php?id=22164
April 12,Taizou Sanada,character.php?id=76598
April 12,Chiyo,character.php?id=77515
April 12,Mitsuru Tokieda,character.php?id=74046
April 12,Izuho Natsume,character.php?id=74160
April 12,Nicks Chaiplapat,character.php?id=19067
April 12,Hannah Diamant,character.php?id=63973
April 12,Katsumi_Morikawa,character.php?id=23348
April 12,Tsumugi Yuuki,character.php?id=24255
April 12,Soujuurou Shizuki,character.php?id=22291
April 12,Akira Amamiya,character.php?id=71384
April 12,Taka Kamitani,character.php?id=85077
April 12,Izumi Toraishi,character.php?id=74087
April 12,Nono Sakura,character.php?id=98294
April 12,Tsukasa Asagiri,character.php?id=99723
April 12,Cure Star,character.php?id=93719
April 12,Hikaru Hoshina,character.php?id=93718
April 13,Miyako Shina,character.php?id=14157
April 13,Sayuka Kannagi,character.php?id=12240
April 13,Deal,character.php?id=84259
April 13,Teruki Hanazawa,character.php?id=77825
April 13,Reiji Oogami,character.php?id=84437
April 13,Hana Inuzuka,character.php?id=48009
April 13,King of Devils,character.php?id=13305
April 13,Persona,character.php?id=8788
April 13,Youichi Hijiri,character.php?id=8797
April 13,Ark Royal,character.php?id=82738
April 13,Kirika Akatsuki,character.php?id=63409
April 13,Makoto Okano,character.php?id=4172
April 13,Guzol,character.php?id=41493
April 13,Kyoshiro Kokujo,character.php?id=36798
April 13,Sharon Rainsworth,character.php?id=21943
April 13,Giannini,character.php?id=51945
April 13,Kagerou Shoukiin,character.php?id=36061
April 13,Ayumu Sugino,character.php?id=25518
April 13,Akiho Senomiya,character.php?id=45492
April 13,Megumi Souma,character.php?id=24692
April 13,Masafumi Takeuchi,character.php?id=53401
April 13,Chii,character.php?id=8764
April 13,Theo Colton,character.php?id=85163
April 13,Theodor Eberbach,character.php?id=75974
April 13,Train Heartnet,character.php?id=15373
April 13,Michiru Nishikiori,character.php?id=33777
April 13,Heine Wittgenstein,character.php?id=80397
April 13,Butch Cassidy,character.php?id=78107
April 13,Chizuru Honshou,character.php?id=31607
April 13,Keiichi Maebara,character.php?id=5725
April 13,Ataru Moroboshi,character.php?id=19848
April 13,Dwhite Gordon,character.php?id=44897
April 13,Reiji_Yoshino,character.php?id=24219
April 13,Reiji_Yoshino_,character.php?id=24218
April 13,Sakura,character.php?id=24223
April 13,Sakura_,character.php?id=24222
April 13,Raiden Mei,character.php?id=87794
April 13,Minori Ehoku,character.php?id=95121
April 13,Stardust,character.php?id=75902
April 13,Ark Royal,character.php?id=89854
April 13,Kanade Hioki,character.php?id=97899
April 13,Ichigo Natori,character.php?id=98087
April 14,Miria Akagi,character.php?id=70343
April 14,Mihono Yagami,character.php?id=74652
April 14,Juzo Sakakura,character.php?id=77988
April 14,Misaki Takazaki,character.php?id=82339
April 14,Suzurikawa Euphrasie Ruika,character.php?id=83738
April 14,Sumire Inukai,character.php?id=77335
April 14,Hordy Jones,character.php?id=47870
April 14,Sakaki Inui,character.php?id=43910
April 14,Kyousuke Imadori,character.php?id=25785
April 14,Harunobu Ogido,character.php?id=61376
April 14,Keisuke Ootori,character.php?id=46899
April 14,Wataru Onaga,character.php?id=89990
April 14,Yuuko Kumagai,character.php?id=79183
April 14,Miya Koshiro,character.php?id=37055
April 14,Sayaka Suzukaze,character.php?id=57978
April 14,Riruka Dokugamine,character.php?id=33630
April 14,Nanami Simpson,character.php?id=43425
April 14,Yoriko Matsumoto,character.php?id=61759
April 14,Kai Ryukoji,character.php?id=40888
April 14,Ryouta Watari,character.php?id=68671
April 14,Karen Tachibana,character.php?id=10190
April 14,Ringa Sayuki,character.php?id=90611
April 14,Kairi Sisigou,character.php?id=81715
April 14,Yuka Kashiwagi,character.php?id=90954
April 14,Hyde Kido,character.php?id=89443
April 14,Media,character.php?id=93787
April 14,Grim Media,character.php?id=93788
April 14,Oren,character.php?id=94601
April 15,Serika Kozuka,character.php?id=70205
April 15,Kotone,character.php?id=50379
April 15,Megumi Tokoro,character.php?id=75377
April 15,Chisato Mera,character.php?id=78383
April 15,Sumika Mikagami,character.php?id=85387
April 15,Brian Battler,character.php?id=29292
April 15,Yuuko Yoshikawa,character.php?id=72385
April 15,Mizuki Agatsuma,character.php?id=17287
April 15,Hidetoshi Dekisugi,character.php?id=36296
April 15,Asahi Amatsuka,character.php?id=23228
April 15,Iino Abbav,character.php?id=60906
April 15,Haruhi Inohara,character.php?id=17174
April 15,Tomoe Udagawa,character.php?id=81948
April 15,Kensuke Ooshiba,character.php?id=82373
April 15,Kawara,character.php?id=67261
April 15,Kenichi Saruyama,character.php?id=10444
April 15,Yuusaku Suwa,character.php?id=77816
April 15,Darius Zackly,character.php?id=63473
April 15,Koharu Nanakura,character.php?id=77533
April 15,Nyarlathotep,character.php?id=23307
April 15,Kouta Hasegawa,character.php?id=85024
April 15,Seishuu Handa,character.php?id=55049
April 15,Kyousuke Hyoubu,character.php?id=26488
April 15,Wakana Hirata,character.php?id=9795
April 15,Fossa,character.php?id=48063
April 15,Fujikiseki,character.php?id=90086
April 15,Kazuomi Fujimoto,character.php?id=87510
April 15,Nobuhiro Mashiro,character.php?id=44617
April 15,Shougo Mikadono,character.php?id=45438
April 15,Shizuku Minami,character.php?id=65039
April 15,Hinata Minami,character.php?id=79658
April 15,Leon Elliott,character.php?id=15357
April 15,Madoka Konohana,character.php?id=27154
April 15,Sakura Kazamai,character.php?id=17006
April 15,Eioross,character.php?id=29783
April 15,Akari Mishima,character.php?id=95020
April 15,Cure Sunshine,character.php?id=60498
April 15,Itsuki Myoudouin,character.php?id=48275
April 15,Fuutarou Uesugi,character.php?id=92425
April 15,St. Louis,character.php?id=89949
April 15,Béarn,character.php?id=102266
April 16,Himari Arisugawa,character.php?id=78623
April 16,Cure Custard,character.php?id=78624
April 16,Mizuka Shiina,character.php?id=14759
April 16,Goku,character.php?id=15533
April 16,Super Saiyan God Goku,character.php?id=68527
April 16,Goku (young),character.php?id=61924
April 16,Super Saiyan 3 Goku,character.php?id=59652
April 16,Super Saiyan Goku,character.php?id=15538
April 16,Super Saiyan 4 Goku,character.php?id=15535
April 16,Benio Adashino,character.php?id=76411
April 16,Yuuto Ijika,character.php?id=76414
April 16,Kaoru Ijuuin,character.php?id=90149
April 16,Iroha Isshiki,character.php?id=74051
April 16,Akira Okudaira,character.php?id=18930
April 16,Atsushi Kimishita,character.php?id=77547
April 16,Nanami Kiri,character.php?id=18328
April 16,Ronaldo Kuriki,character.php?id=2378
April 16,Ichiko Sakura,character.php?id=47691
April 16,Misaki Tobisawa,character.php?id=69513
April 16,Patricia Martin,character.php?id=14623
April 16,Kiyokazu Fujimoto,character.php?id=24351
April 16,Myoukou,character.php?id=70865
April 16,'Jinta Yadomi ''Jintan''',character.php?id=23846
April 16,Kaoruko Rokuonji,character.php?id=76963
April 16,Kousuke Wakamatsu,character.php?id=58982
April 16,Hong Yun-seong,character.php?id=19738
April 16,Shuu Izawa,character.php?id=19998
April 16,Madoka Shimizu,character.php?id=30576
April 16,Yuzu Tanikawa,character.php?id=39228
April 16,Giorno Giovanna,character.php?id=91334
April 16,Le Triomphant,character.php?id=91553
April 16,Issei Hyoudou,character.php?id=36117
April 16,Issei Hyoudou,character.php?id=87203
April 16,Ryushen,character.php?id=101896
April 16,Myoukou,character.php?id=89887
April 17,Iori,character.php?id=33961
April 17,Souta Fukami,character.php?id=22888
April 17,Misuzu Kirihara / Aramis,character.php?id=71333
April 17,Homare Sakuradamon,character.php?id=72528
April 17,Daisuke Inoue,character.php?id=82175
April 17,You Watanabe,character.php?id=76195
April 17,Rei Hino,character.php?id=12360
April 17,Sailor Mars,character.php?id=12370
April 17,Seri Asahina,character.php?id=83603
April 17,Tomoka Osakada,character.php?id=26916
April 17,June,character.php?id=62151
April 17,Sanae Enishi,character.php?id=32566
April 17,M. Bison,character.php?id=20463
April 17,Shouhei Akagi,character.php?id=75454
April 17,Akira,character.php?id=67191
April 17,Tokoha Anjou,character.php?id=70419
April 17,Gaaruru,character.php?id=76151
April 17,Kakeru Kazami,character.php?id=68556
April 17,Tamayo Kizaki,character.php?id=15664
April 17,Yuya Shiina,character.php?id=42343
April 17,Midori,character.php?id=14803
April 17,Niko Niiyama,character.php?id=76391
April 17,Prince Hata,character.php?id=21187
April 17,Tatsuya Himekawa,character.php?id=23339
April 17,Seri Yuisaki,character.php?id=84165
April 17,Otomo,character.php?id=79379
April 17,Kanna Narugasaki,character.php?id=40913
April 17,Hubert,character.php?id=96739
April 17,Yuika Shiina,character.php?id=101888
April 17,Memphis,character.php?id=92650
April 18,Rebecca Scarlet,character.php?id=89594
April 18,Jun Kitagawa,character.php?id=109
April 18,Subaru Higuchi,character.php?id=50021
April 18,Senri Asagiri,character.php?id=71675
April 18,Himari Kasahara,character.php?id=71696
April 18,Yutaka Watari,character.php?id=19446
April 18,Angie Yonaga,character.php?id=79473
April 18,Mei Hatsume,character.php?id=81018
April 18,Koharu Onodera,character.php?id=85340
April 18,Maria Momoe,character.php?id=5492
April 18,Cody Travers,character.php?id=77493
April 18,Shinichiro Isumi,character.php?id=16173
April 18,Masashi Kawahara,character.php?id=75307
April 18,Saki Kirishima,character.php?id=70365
April 18,Seishirou Klaus,character.php?id=7960
April 18,Kokonoe,character.php?id=64639
April 18,Asahi Shiina,character.php?id=74615
April 18,Tokiko Zaizen,character.php?id=82696
April 18,Himeko Jogasaki,character.php?id=80769
April 18,Stand,character.php?id=53042
April 18,Akane Tange,character.php?id=62033
April 18,Chakuro,character.php?id=84040
April 18,Tsukitachi,character.php?id=58163
April 18,Yuuji Terushima,character.php?id=81288
April 18,Nozomi Guigelf Amaori,character.php?id=5631
April 18,Nono Nonohara,character.php?id=51538
April 18,Hamanami,character.php?id=89583
April 18,Maria Himesato,character.php?id=72428
April 18,Hyouzou,character.php?id=49224
April 18,Kiyora Miki,character.php?id=24416
April 18,Airi Mizutani,character.php?id=34034
April 18,Haruhiko Yagi,character.php?id=41048
April 18,Z1,character.php?id=71129
April 18,Tasuki,character.php?id=10603
April 18,Shinomiya Kyo,character.php?id=86844
April 18,Alice Kugayama,character.php?id=76255
April 19,Rei Makioka,character.php?id=26767
April 19,Wreathlit Noel,character.php?id=10159
April 19,Kazuki Shiranui,character.php?id=23273
April 19,Yuzuki Sakurai,character.php?id=51069
April 19,Yuzuriha Tsurumaki,character.php?id=74698
April 19,Maki Nishikino,character.php?id=56651
April 19,Lady Matsuri,character.php?id=89187
April 19,Tristan Taylor,character.php?id=16369
April 19,Luciano Bradley,character.php?id=48070
April 19,Michelle K. Davis,character.php?id=72335
April 19,Suguha Kirigaya,character.php?id=41452
April 19,Ginji Amano ,character.php?id=16608
April 19,Naoki Ishida,character.php?id=64116
April 19,Erica Hartmann,character.php?id=12814
April 19,Ooshio,character.php?id=70932
April 19,Klaus Lunette,character.php?id=89608
April 19,Nono Kurusu,character.php?id=75300
April 19,Akira Toudou,character.php?id=10437
April 19,Gouta Nakamura,character.php?id=57547
April 19,Shigeru Fujiki,character.php?id=80771
April 19,Yoriko Fujiwara,character.php?id=90157
April 19,Froi Tiedoll,character.php?id=27385
April 19,Makina Nakajima,character.php?id=76331
April 19,Michael Friedrich von Weizsacker,character.php?id=51449
April 19,Kaoru Yagi,character.php?id=67969
April 19,Wreathlit Noel,character.php?id=4209
April 19,Leafa,character.php?id=68655
April 19,Aya Misaki,character.php?id=27164
April 19,Akira Hongou,character.php?id=40872
April 19,Ryouko Nishina,character.php?id=30594
April 19,Haru Natsume,character.php?id=99655
April 19,Cure Aqua,character.php?id=74073
April 19,Karen Minazuki,character.php?id=12835
April 20,Kaori Yae,character.php?id=40826
April 20,Catherine,character.php?id=89553
April 20,Miyu Tachibana,character.php?id=24091
April 20,Miko Amasaka,character.php?id=28898
April 20,Izumi Tooyama,character.php?id=1138
April 20,Shouta Mitarai,character.php?id=32522
April 20,Nozomi_Shibasaki,character.php?id=23492
April 20,Yae Kugayama,character.php?id=78498
April 20,Gabriel White Tenma,character.php?id=78430
April 20,Katsuki Bakugo,character.php?id=75965
April 20,Ruri Goko,character.php?id=22766
April 20,Labrys,character.php?id=63820
April 20,Blueno,character.php?id=47744
April 20,Nene Anegasaki,character.php?id=35942
April 20,Yuuta Usui,character.php?id=77549
April 20,Taisuke Otsubo,character.php?id=58991
April 20,Koori Origami,character.php?id=79128
April 20,Riku Kaitani,character.php?id=59206
April 20,Souma Kanazaki,character.php?id=81995
April 20,Hana Kurokawa,character.php?id=50073
April 20,Tsubaki Saionji,character.php?id=75725
April 20,Shunrei,character.php?id=36510
April 20,Rinsen Shirae,character.php?id=40337
April 20,Diana / Jill,character.php?id=37657
April 20,Ena Tenryuu,character.php?id=30224
April 20,Tokai Teio,character.php?id=90083
April 20,Tomas,character.php?id=79461
April 20,Fare,character.php?id=53669
April 20,Kyuubei Yagyuu,character.php?id=21179
April 20,LLENN,character.php?id=90291
April 20,Xiba,character.php?id=34867
April 20,Kanae Ougi,character.php?id=34046
April 20,Shuuya Senzaki,character.php?id=45809
April 20,Takato Saijo,character.php?id=91411
April 20,Haruka Kashiwagi,character.php?id=97911
April 21,Isami Miyanomori,character.php?id=57480
April 21,Hirako Kawa,character.php?id=68827
April 21,Asuna Kagurazaka,character.php?id=13445
April 21,Hajime Yamazaki ,character.php?id=53097
April 21,Kou Hayama,character.php?id=76798
April 21,Subaru Imai,character.php?id=82153
April 21,Nanako Usami,character.php?id=68096
April 21,Azusa Ogino,character.php?id=68075
April 21,Satomi Kanbara,character.php?id=18250
April 21,Yuki Giou,character.php?id=32913
April 21,Kinjou,character.php?id=57557
April 21,Saruwatari,character.php?id=57553
April 21,Eishiro Sugata,character.php?id=31227
April 21,Naoya Nifuji,character.php?id=90043
April 21,Hamon Caseus,character.php?id=89606
April 21,Morihito Arihara,character.php?id=86059
April 21,Gaspard,character.php?id=24332
April 21,Tomomi Natsuki,character.php?id=30602
April 21,Pony Tsunotori,character.php?id=91243
April 22,Aoba Seragaki,character.php?id=35289
April 22,Makoto Nekodomari,character.php?id=75870
April 22,Alto Takimaru,character.php?id=78777
April 22,Yui Funami,character.php?id=26352
April 22,Kana Himenomiya,character.php?id=83238
April 22,Hideki Nishimura,character.php?id=76771
April 22,Samurai Goroh,character.php?id=79171
April 22,Chouza Akimichi,character.php?id=24890
April 22,Yuuri Jiyuuni,character.php?id=90111
April 22,Akagi,character.php?id=70450
April 22,Ashigara,character.php?id=70870
April 22,Arashi,character.php?id=82737
April 22,Emilio Surre,character.php?id=17795
April 22,Mai Otsuka,character.php?id=25831
April 22,Sakura,character.php?id=20884
April 22,Souji Jikukawa,character.php?id=31308
April 22,Shamrock,character.php?id=78338
April 22,Julia Line Dragoon,character.php?id=38991
April 22,Shiraishi,character.php?id=76628
April 22,Sekke Bronzazza,character.php?id=89592
April 22,Harumi Tokita,character.php?id=38318
April 22,Haruno Yoshikawa,character.php?id=67477
April 22,Shinobu Wakamiya,character.php?id=44980
April 22,Kirigakure Saizo,character.php?id=90673
April 22,Mairu Ichii,character.php?id=52863
April 22,Kei Sakurai,character.php?id=2550
April 22,Hades: Izanami,character.php?id=83589
April 22,Dai Murase,character.php?id=91115
April 22,Midori Kusunoki,character.php?id=34117
April 22,Miu Mizushiro,character.php?id=29067
April 22,Itsuki Natsume,character.php?id=25313
April 22,Manami Natsume,character.php?id=25318
April 22,V,character.php?id=29638
April 22,Mell,character.php?id=93591
April 22,Inosuke Hashibira,character.php?id=93632
April 22,Ayu Tateishi,character.php?id=15757
April 22,Amane Kanata,character.php?id=101829
April 22,Akagi,character.php?id=89902
April 22,Centaur,character.php?id=91544
April 23,Suzume Mibuno,character.php?id=61510
April 23,Sayuri Minami,character.php?id=71660
April 23,Selen,character.php?id=78543
April 23,Makoto Niijima,character.php?id=79602
April 23,England,character.php?id=17737
April 23,Riko Nakase,character.php?id=72387
April 23,Califa,character.php?id=23889
April 23,Miyu Serizawa,character.php?id=46260
April 23,Marylcian,character.php?id=71524
April 23,Fei Long,character.php?id=48547
April 23,Aaroniero Arruruerie ,character.php?id=39400
April 23,Haruyuki Arita,character.php?id=43417
April 23,Kanae von Rosewald,character.php?id=90375
April 23,Zandrias,character.php?id=77927
April 23,Yuuya Daigo,character.php?id=10696
April 23,Kimihiro Tsutsui,character.php?id=17385
April 23,Tetsuharu Fujita,character.php?id=75279
April 23,Mega CD 2,character.php?id=81636
April 23,Mega Drive 2,character.php?id=81635
April 23,Melisman,character.php?id=77595
April 23,Julis Alexia von Riessfeld,character.php?id=74570
April 23,Ran Luckmolde,character.php?id=19071
April 23,Awata Kaoruko,character.php?id=85423
April 23,Leifang,character.php?id=79841
April 23,Shirasu Kenjirou,character.php?id=77975
April 23,Alexandra Sumire Takatsukasa,character.php?id=17964
April 23,Kazue Takanashi,character.php?id=21343
April 23,Mayu Matsukaze,character.php?id=93709
April 23,Sakura Shino,character.php?id=47500
April 23,Reina Lilou Lowchen,character.php?id=97989
April 23,Ayaka Hibino,character.php?id=98895
April 23,Matt Ishida,character.php?id=6823
April 24,Masaomi,character.php?id=33952
April 24,Akoya Gero,character.php?id=70398
April 24,Nana Irie,character.php?id=130
April 24,Miya Miyao,character.php?id=75383
April 24,Aoi Asahina,character.php?id=60965
April 24,Shimamura Uzuki,character.php?id=70331
April 24,Mahiru Koizumi,character.php?id=60991
April 24,Haqua du Lot Herminium,character.php?id=23485
April 24,Shiina Amamiya,character.php?id=13628
April 24,Makoto Kashino,character.php?id=36567
April 24,Kalim,character.php?id=44300
April 24,Kousuke Kanzaki,character.php?id=68761
April 24,Reito Kanzaki,character.php?id=15006
April 24,Noboru Koarai,character.php?id=74175
April 24,Shingo Komori,character.php?id=77914
April 24,Saeko,character.php?id=61266
April 24,Tatsuya Shiba,character.php?id=66447
April 24,Tarisa Manandal,character.php?id=48207
April 24,Neliel Tu Oderschwank,character.php?id=19596
April 24,Billy Katagiri,character.php?id=64930
April 24,Kousuke Fujishima,character.php?id=68443
April 24,Ruki Mukami,character.php?id=66185
April 24,Takeshi Yamamoto,character.php?id=13504
April 24,Ryl,character.php?id=37629
April 24,Moblit Berner,character.php?id=90644
April 24,Eru Chitanda,character.php?id=43920
April 24,Kiriko Matsumiya,character.php?id=93483
April 24,Hazuki Murasaki,character.php?id=99098
April 24,Els,character.php?id=99004
April 25,Rizumu Suzuki,character.php?id=73861
April 25,Saiko Akamine,character.php?id=9304
April 25,Rui Ninomiya,character.php?id=63149
April 25,Yuzuru Inamori,character.php?id=18332
April 25,Kaori Tsukishita,character.php?id=85193
April 25,Tizoc,character.php?id=29340
April 25,King of Dinosaurs,character.php?id=80183
April 25,Sayaka Takai,character.php?id=32460
April 25,Yuutarou Tsumugi,character.php?id=69253
April 25,Kouhei Inuzuka,character.php?id=77187
April 25,Sarina Shizukume,character.php?id=90154
April 25,Shoei,character.php?id=42845
April 25,Misaki Suzuhara,character.php?id=15660
April 25,Marchino,character.php?id=62692
April 25,Nagara,character.php?id=70820
April 25,Sumire Hirose,character.php?id=25508
April 25,Bluebell,character.php?id=34661
April 25,Penguin,character.php?id=49391
April 25,Koito Minase,character.php?id=75403
April 25,Nadeshiko Yaeno,character.php?id=7892
April 25,Leonhard von Glanzreich,character.php?id=80400
April 25,Abelia Schillfelt,character.php?id=19749
April 25,Mahiru Kiriya,character.php?id=11375
April 25,Mano Sakuragi,character.php?id=91859
April 25,Touko Sakuramachi,character.php?id=96945
April 25,Ayaka Jougasaki,character.php?id=97925
April 25,Roro,character.php?id=36045
April 25,Pensacola,character.php?id=89696
April 26,Izumi Yuibashi,character.php?id=65153
April 26,Rihito Sawaguchi,character.php?id=75823
April 26,Tomoe Akitsuki,character.php?id=78780
April 26,Yukiko Asai,character.php?id=76595
April 26,Katsumi Kurebayashi,character.php?id=62951
April 26,Yoshino Koharu,character.php?id=80304
April 26,Seiun Sky,character.php?id=90090
April 26,Chaka the Jackal,character.php?id=47662
April 26,Intrepid,character.php?id=89582
