id,birthday,name,profile_url,anime_title
3612,April 10,Dorothy,character.php?id=76020,
3613,April 10,Haruna Kamijo,character.php?id=78863,
3614,April 10,Daisaku Bandai,character.php?id=77993,
3615,April 10,Meitenkun,character.php?id=80188,
3616,April 10,Captain Falcon,character.php?id=53937,
3617,April 10,Mayo Amakasu,character.php?id=14156,
3618,April 10,Urakaze,character.php?id=71125,
3619,April 10,Kako,character.php?id=70863,
3620,April 10,Kusunoki Kasuga,character.php?id=23488,
3621,April 10,Izumo Kusanagi,character.php?id=53423,
3622,April 10,Katsuo Kurogoma,character.php?id=21201,
3623,April 10,Miharu Sakanoue,character.php?id=43899,
3624,April 10,Aoi Sakurai,character.php?id=68119,
3625,April 10,Youhei Satake,character.php?id=59195,
3626,April 10,Tasuke Shichiri,character.php?id=20306,
3627,April 10,Roka Shibasaki,character.php?id=65531,
3628,April 10,Charlotte Hazelrink,character.php?id=9689,
3629,April 10,Suou,character.php?id=83810,
3630,April 10,Ginta Suou,character.php?id=10941,
3631,April 10,Maya Sudo,character.php?id=13194,
3632,April 10,Retsu Seiba,character.php?id=51355,
3633,April 10,Hachibei Takaya,character.php?id=18734,
3634,April 10,Natsuhiko Taki,character.php?id=49439,
3635,April 10,Kouichirou Tanba,character.php?id=67480,
3636,April 10,Kirino Chiba,character.php?id=5371,
3637,April 10,Tsubame,character.php?id=63068,
3638,April 10,Ryouma Terasaka,character.php?id=70247,
3639,April 10,I-26,character.php?id=82810,
3640,April 10,Nono Nekomiya,character.php?id=12124,
3641,April 10,Airi Hasekura,character.php?id=26690,
3642,April 10,Renka Ma,character.php?id=37687,
3643,April 10,Hiburi,character.php?id=89586,
3644,April 10,Yoshiki Hirano,character.php?id=77796,
3645,April 10,Suiran Fou,character.php?id=60133,
3646,April 10,Fujinami,character.php?id=79368,
3647,April 10,Marie en Carlsberg,character.php?id=26026,
3648,April 10,Ran Mitake,character.php?id=81945,
3649,April 10,Tohka Yatogami,character.php?id=54651,
3650,April 10,Kazuo Yoshida,character.php?id=73062,
3651,April 10,Wagumi Tabuchi,character.php?id=54143,
3652,April 10,Yuu,character.php?id=62211,
3653,April 10,Sarutobi Sasuke,character.php?id=90138,
3654,April 10,Kurodo Mizutami,character.php?id=39467,
3655,April 10,Acht,character.php?id=85436,
3656,April 10,Asaka Komiya,character.php?id=43582,
3657,April 10,Hikari Jinno,character.php?id=221,
3658,April 10,Haruka Kutuna,character.php?id=54642,
3659,April 10,Shouko Makinohara,character.php?id=91325,
3660,April 10,Tomoe Jinguu,character.php?id=95079,
3661,April 10,Sari Sarasa,character.php?id=98176,
3662,April 10,Eugeo,character.php?id=93820,
3663,April 11,Aoi Kohinata,character.php?id=72379,
3664,April 11,Otoya Ittoki,character.php?id=26436,
3665,April 11,Suguru Koshigaya,character.php?id=66188,
3666,April 11,Cerebella,character.php?id=84130,
3667,April 11,Gai Tendo,character.php?id=29349,
3668,April 11,Takuya Isurugi ,character.php?id=20325,
3669,April 11,Inko Amifumi,character.php?id=68230,
3670,April 11,Akigumo,character.php?id=71051,
3671,April 11,Seiji Igarashi,character.php?id=59904,
3672,April 11,Kayneth El-Melloi Archibald,character.php?id=34150,
3673,April 11,Shouko Sashinami,character.php?id=60932,
3674,April 11,Tsukushi,character.php?id=41002,
3675,April 11,Tolle Koenig,character.php?id=64388,
3676,April 11,Sanae Nakazawa,character.php?id=63927,
3677,April 11,Risako Niiyama,character.php?id=39736,
3678,April 11,Pekoms,character.php?id=48876,
3679,April 11,Tetsuya Murata,character.php?id=70277,
3680,April 11,Shuri Yomiya / Sully Yomiya,character.php?id=50794,
3681,April 11,Wanabusa Madoka,character.php?id=32719,
3682,April 11,Bishop,character.php?id=32715,
3683,April 11,Shun Imaoji,character.php?id=99652,
3684,April 12,C.C.,character.php?id=9943,
3685,April 12,Haruka Amanogawa,character.php?id=9885,
3686,April 12,Ellyeir Pulp,character.php?id=12237,
3687,April 12,Hayato Chiba,character.php?id=75289,
3688,April 12,Sae Sakuraura,character.php?id=75449,
3689,April 12,Kaito Momota,character.php?id=79477,
3690,April 12,Toma,character.php?id=33736,
3691,April 12,Yuli Norbert,character.php?id=83790,
3692,April 12,Bastion Misawa,character.php?id=9275,
3693,April 12,Hinata Wakaba,character.php?id=85930,
3694,April 12,Sakura Shiotsuki,character.php?id=31590,
3695,April 12,Kuniumi Maitake,character.php?id=12608,
3696,April 12,Gakuhou Asano,character.php?id=82689,
3697,April 12,Taichi Ohie,character.php?id=77811,
3698,April 12,Commandant Teste,character.php?id=54905,
3699,April 12,Yuzuriha,character.php?id=52989,
3700,April 12,Rihoko Sakurai,character.php?id=22164,
3701,April 12,Taizou Sanada,character.php?id=76598,
3702,April 12,Chiyo,character.php?id=77515,
3703,April 12,Mitsuru Tokieda,character.php?id=74046,
3704,April 12,Izuho Natsume,character.php?id=74160,
3705,April 12,Nicks Chaiplapat,character.php?id=19067,
3706,April 12,Hannah Diamant,character.php?id=63973,
3707,April 12,Katsumi_Morikawa,character.php?id=23348,
3708,April 12,Tsumugi Yuuki,character.php?id=24255,
3709,April 12,Soujuurou Shizuki,character.php?id=22291,
3710,April 12,Akira Amamiya,character.php?id=71384,
3711,April 12,Taka Kamitani,character.php?id=85077,
3712,April 12,Izumi Toraishi,character.php?id=74087,
3713,April 12,Nono Sakura,character.php?id=98294,
3714,April 12,Tsukasa Asagiri,character.php?id=99723,
3715,April 12,Cure Star,character.php?id=93719,
3716,April 12,Hikaru Hoshina,character.php?id=93718,
3717,April 13,Miyako Shina,character.php?id=14157,
3718,April 13,Sayuka Kannagi,character.php?id=12240,
3719,April 13,Deal,character.php?id=84259,
3720,April 13,Teruki Hanazawa,character.php?id=77825,
3721,April 13,Reiji Oogami,character.php?id=84437,
3722,April 13,Hana Inuzuka,character.php?id=48009,
3723,April 13,King of Devils,character.php?id=13305,
3724,April 13,Persona,character.php?id=8788,
3725,April 13,Youichi Hijiri,character.php?id=8797,
3726,April 13,Ark Royal,character.php?id=82738,
3727,April 13,Kirika Akatsuki,character.php?id=63409,
3728,April 13,Makoto Okano,character.php?id=4172,
3729,April 13,Guzol,character.php?id=41493,
3730,April 13,Kyoshiro Kokujo,character.php?id=36798,
3731,April 13,Sharon Rainsworth,character.php?id=21943,
3732,April 13,Giannini,character.php?id=51945,
3733,April 13,Kagerou Shoukiin,character.php?id=36061,
3734,April 13,Ayumu Sugino,character.php?id=25518,
3735,April 13,Akiho Senomiya,character.php?id=45492,
3736,April 13,Megumi Souma,character.php?id=24692,
3737,April 13,Masafumi Takeuchi,character.php?id=53401,
3738,April 13,Chii,character.php?id=8764,
3739,April 13,Theo Colton,character.php?id=85163,
3740,April 13,Theodor Eberbach,character.php?id=75974,
3741,April 13,Train Heartnet,character.php?id=15373,
3742,April 13,Michiru Nishikiori,character.php?id=33777,
3743,April 13,Heine Wittgenstein,character.php?id=80397,
3744,April 13,Butch Cassidy,character.php?id=78107,
3745,April 13,Chizuru Honshou,character.php?id=31607,
3746,April 13,Keiichi Maebara,character.php?id=5725,
3747,April 13,Ataru Moroboshi,character.php?id=19848,
3748,April 13,Dwhite Gordon,character.php?id=44897,
3749,April 13,Reiji_Yoshino,character.php?id=24219,
3750,April 13,Reiji_Yoshino_,character.php?id=24218,
3751,April 13,Sakura,character.php?id=24223,
3752,April 13,Sakura_,character.php?id=24222,
3753,April 13,Raiden Mei,character.php?id=87794,
3754,April 13,Minori Ehoku,character.php?id=95121,
3755,April 13,Stardust,character.php?id=75902,
3756,April 13,Ark Royal,character.php?id=89854,
3757,April 13,Kanade Hioki,character.php?id=97899,
3758,April 13,Ichigo Natori,character.php?id=98087,
3759,April 14,Miria Akagi,character.php?id=70343,
3760,April 14,Mihono Yagami,character.php?id=74652,
3761,April 14,Juzo Sakakura,character.php?id=77988,
3762,April 14,Misaki Takazaki,character.php?id=82339,
3763,April 14,Suzurikawa Euphrasie Ruika,character.php?id=83738,
3764,April 14,Sumire Inukai,character.php?id=77335,
3765,April 14,Hordy Jones,character.php?id=47870,
3766,April 14,Sakaki Inui,character.php?id=43910,
3767,April 14,Kyousuke Imadori,character.php?id=25785,
3768,April 14,Harunobu Ogido,character.php?id=61376,
3769,April 14,Keisuke Ootori,character.php?id=46899,
3770,April 14,Wataru Onaga,character.php?id=89990,
3771,April 14,Yuuko Kumagai,character.php?id=79183,
3772,April 14,Miya Koshiro,character.php?id=37055,
3773,April 14,Sayaka Suzukaze,character.php?id=57978,
3774,April 14,Riruka Dokugamine,character.php?id=33630,
3775,April 14,Nanami Simpson,character.php?id=43425,
3776,April 14,Yoriko Matsumoto,character.php?id=61759,
3777,April 14,Kai Ryukoji,character.php?id=40888,
3778,April 14,Ryouta Watari,character.php?id=68671,
3779,April 14,Karen Tachibana,character.php?id=10190,
3780,April 14,Ringa Sayuki,character.php?id=90611,
3781,April 14,Kairi Sisigou,character.php?id=81715,
3782,April 14,Yuka Kashiwagi,character.php?id=90954,
3783,April 14,Hyde Kido,character.php?id=89443,
3784,April 14,Media,character.php?id=93787,
3785,April 14,Grim Media,character.php?id=93788,
3786,April 14,Oren,character.php?id=94601,
3787,April 15,Serika Kozuka,character.php?id=70205,
3788,April 15,Kotone,character.php?id=50379,
3789,April 15,Megumi Tokoro,character.php?id=75377,
3790,April 15,Chisato Mera,character.php?id=78383,
3791,April 15,Sumika Mikagami,character.php?id=85387,
3792,April 15,Brian Battler,character.php?id=29292,
3793,April 15,Yuuko Yoshikawa,character.php?id=72385,
3794,April 15,Mizuki Agatsuma,character.php?id=17287,
3795,April 15,Hidetoshi Dekisugi,character.php?id=36296,
3796,April 15,Asahi Amatsuka,character.php?id=23228,
3797,April 15,Iino Abbav,character.php?id=60906,
3798,April 15,Haruhi Inohara,character.php?id=17174,
3799,April 15,Tomoe Udagawa,character.php?id=81948,
3800,April 15,Kensuke Ooshiba,character.php?id=82373,
3801,April 15,Kawara,character.php?id=67261,
3802,April 15,Kenichi Saruyama,character.php?id=10444,
3803,April 15,Yuusaku Suwa,character.php?id=77816,
3804,April 15,Darius Zackly,character.php?id=63473,
3805,April 15,Koharu Nanakura,character.php?id=77533,
3806,April 15,Nyarlathotep,character.php?id=23307,
3807,April 15,Kouta Hasegawa,character.php?id=85024,
3808,April 15,Seishuu Handa,character.php?id=55049,
3809,April 15,Kyousuke Hyoubu,character.php?id=26488,
3810,April 15,Wakana Hirata,character.php?id=9795,
3811,April 15,Fossa,character.php?id=48063,
3812,April 15,Fujikiseki,character.php?id=90086,
3813,April 15,Kazuomi Fujimoto,character.php?id=87510,
3814,April 15,Nobuhiro Mashiro,character.php?id=44617,
3815,April 15,Shougo Mikadono,character.php?id=45438,
3816,April 15,Shizuku Minami,character.php?id=65039,
3817,April 15,Hinata Minami,character.php?id=79658,
3818,April 15,Leon Elliott,character.php?id=15357,
3819,April 15,Madoka Konohana,character.php?id=27154,
3820,April 15,Sakura Kazamai,character.php?id=17006,
3821,April 15,Eioross,character.php?id=29783,
3822,April 15,Akari Mishima,character.php?id=95020,
3823,April 15,Cure Sunshine,character.php?id=60498,
3824,April 15,Itsuki Myoudouin,character.php?id=48275,
3825,April 15,Fuutarou Uesugi,character.php?id=92425,
3826,April 15,St. Louis,character.php?id=89949,
3827,April 15,Béarn,character.php?id=102266,
3828,April 16,Himari Arisugawa,character.php?id=78623,
3829,April 16,Cure Custard,character.php?id=78624,
3830,April 16,Mizuka Shiina,character.php?id=14759,
3831,April 16,Goku,character.php?id=15533,
3832,April 16,Super Saiyan God Goku,character.php?id=68527,
3833,April 16,Goku (young),character.php?id=61924,
3834,April 16,Super Saiyan 3 Goku,character.php?id=59652,
3835,April 16,Super Saiyan Goku,character.php?id=15538,
3836,April 16,Super Saiyan 4 Goku,character.php?id=15535,
3837,April 16,Benio Adashino,character.php?id=76411,
3838,April 16,Yuuto Ijika,character.php?id=76414,
3839,April 16,Kaoru Ijuuin,character.php?id=90149,
3840,April 16,Iroha Isshiki,character.php?id=74051,
3841,April 16,Akira Okudaira,character.php?id=18930,
3842,April 16,Atsushi Kimishita,character.php?id=77547,
3843,April 16,Nanami Kiri,character.php?id=18328,
3844,April 16,Ronaldo Kuriki,character.php?id=2378,
3845,April 16,Ichiko Sakura,character.php?id=47691,
3846,April 16,Misaki Tobisawa,character.php?id=69513,
3847,April 16,Patricia Martin,character.php?id=14623,
3848,April 16,Kiyokazu Fujimoto,character.php?id=24351,
3849,April 16,Myoukou,character.php?id=70865,
3850,April 16,'Jinta Yadomi ''Jintan''',character.php?id=23846,
3851,April 16,Kaoruko Rokuonji,character.php?id=76963,
3852,April 16,Kousuke Wakamatsu,character.php?id=58982,
3853,April 16,Hong Yun-seong,character.php?id=19738,
3854,April 16,Shuu Izawa,character.php?id=19998,
3855,April 16,Madoka Shimizu,character.php?id=30576,
3856,April 16,Yuzu Tanikawa,character.php?id=39228,
3857,April 16,Giorno Giovanna,character.php?id=91334,
3858,April 16,Le Triomphant,character.php?id=91553,
3859,April 16,Issei Hyoudou,character.php?id=36117,
3860,April 16,Issei Hyoudou,character.php?id=87203,
3861,April 16,Ryushen,character.php?id=101896,
3862,April 16,Myoukou,character.php?id=89887,
3863,April 17,Iori,character.php?id=33961,
3864,April 17,Souta Fukami,character.php?id=22888,
3865,April 17,Misuzu Kirihara / Aramis,character.php?id=71333,
3866,April 17,Homare Sakuradamon,character.php?id=72528,
3867,April 17,Daisuke Inoue,character.php?id=82175,
3868,April 17,You Watanabe,character.php?id=76195,
3869,April 17,Rei Hino,character.php?id=12360,
3870,April 17,Sailor Mars,character.php?id=12370,
3871,April 17,Seri Asahina,character.php?id=83603,
3872,April 17,Tomoka Osakada,character.php?id=26916,
3873,April 17,June,character.php?id=62151,
3874,April 17,Sanae Enishi,character.php?id=32566,
3875,April 17,M. Bison,character.php?id=20463,
3876,April 17,Shouhei Akagi,character.php?id=75454,
3877,April 17,Akira,character.php?id=67191,
3878,April 17,Tokoha Anjou,character.php?id=70419,
3879,April 17,Gaaruru,character.php?id=76151,
3880,April 17,Kakeru Kazami,character.php?id=68556,
3881,April 17,Tamayo Kizaki,character.php?id=15664,
3882,April 17,Yuya Shiina,character.php?id=42343,
3883,April 17,Midori,character.php?id=14803,
3884,April 17,Niko Niiyama,character.php?id=76391,
3885,April 17,Prince Hata,character.php?id=21187,
3886,April 17,Tatsuya Himekawa,character.php?id=23339,
3887,April 17,Seri Yuisaki,character.php?id=84165,
3888,April 17,Otomo,character.php?id=79379,
3889,April 17,Kanna Narugasaki,character.php?id=40913,
3890,April 17,Hubert,character.php?id=96739,
3891,April 17,Yuika Shiina,character.php?id=101888,
3892,April 17,Memphis,character.php?id=92650,
3893,April 18,Rebecca Scarlet,character.php?id=89594,
3894,April 18,Jun Kitagawa,character.php?id=109,
3895,April 18,Subaru Higuchi,character.php?id=50021,
3896,April 18,Senri Asagiri,character.php?id=71675,
3897,April 18,Himari Kasahara,character.php?id=71696,
3898,April 18,Yutaka Watari,character.php?id=19446,
3899,April 18,Angie Yonaga,character.php?id=79473,
3900,April 18,Mei Hatsume,character.php?id=81018,
3901,April 18,Koharu Onodera,character.php?id=85340,
3902,April 18,Maria Momoe,character.php?id=5492,
3903,April 18,Cody Travers,character.php?id=77493,
3904,April 18,Shinichiro Isumi,character.php?id=16173,
3905,April 18,Masashi Kawahara,character.php?id=75307,
3906,April 18,Saki Kirishima,character.php?id=70365,
3907,April 18,Seishirou Klaus,character.php?id=7960,
3908,April 18,Kokonoe,character.php?id=64639,
3909,April 18,Asahi Shiina,character.php?id=74615,
3910,April 18,Tokiko Zaizen,character.php?id=82696,
3911,April 18,Himeko Jogasaki,character.php?id=80769,
3912,April 18,Stand,character.php?id=53042,
3913,April 18,Akane Tange,character.php?id=62033,
3914,April 18,Chakuro,character.php?id=84040,
3915,April 18,Tsukitachi,character.php?id=58163,
3916,April 18,Yuuji Terushima,character.php?id=81288,
3917,April 18,Nozomi Guigelf Amaori,character.php?id=5631,
3918,April 18,Nono Nonohara,character.php?id=51538,
3919,April 18,Hamanami,character.php?id=89583,
3920,April 18,Maria Himesato,character.php?id=72428,
3921,April 18,Hyouzou,character.php?id=49224,
3922,April 18,Kiyora Miki,character.php?id=24416,
3923,April 18,Airi Mizutani,character.php?id=34034,
3924,April 18,Haruhiko Yagi,character.php?id=41048,
3925,April 18,Z1,character.php?id=71129,
3926,April 18,Tasuki,character.php?id=10603,
3927,April 18,Shinomiya Kyo,character.php?id=86844,
3928,April 18,Alice Kugayama,character.php?id=76255,
3929,April 19,Rei Makioka,character.php?id=26767,
3930,April 19,Wreathlit Noel,character.php?id=10159,
3931,April 19,Kazuki Shiranui,character.php?id=23273,
3932,April 19,Yuzuki Sakurai,character.php?id=51069,
3933,April 19,Yuzuriha Tsurumaki,character.php?id=74698,
3934,April 19,Maki Nishikino,character.php?id=56651,
3935,April 19,Lady Matsuri,character.php?id=89187,
3936,April 19,Tristan Taylor,character.php?id=16369,
3937,April 19,Luciano Bradley,character.php?id=48070,
3938,April 19,Michelle K. Davis,character.php?id=72335,
3939,April 19,Suguha Kirigaya,character.php?id=41452,
3940,April 19,Ginji Amano ,character.php?id=16608,
3941,April 19,Naoki Ishida,character.php?id=64116,
3942,April 19,Erica Hartmann,character.php?id=12814,
3943,April 19,Ooshio,character.php?id=70932,
3944,April 19,Klaus Lunette,character.php?id=89608,
3945,April 19,Nono Kurusu,character.php?id=75300,
3946,April 19,Akira Toudou,character.php?id=10437,
3947,April 19,Gouta Nakamura,character.php?id=57547,
3948,April 19,Shigeru Fujiki,character.php?id=80771,
3949,April 19,Yoriko Fujiwara,character.php?id=90157,
3950,April 19,Froi Tiedoll,character.php?id=27385,
3951,April 19,Makina Nakajima,character.php?id=76331,
3952,April 19,Michael Friedrich von Weizsacker,character.php?id=51449,
3953,April 19,Kaoru Yagi,character.php?id=67969,
3954,April 19,Wreathlit Noel,character.php?id=4209,
3955,April 19,Leafa,character.php?id=68655,
3956,April 19,Aya Misaki,character.php?id=27164,
3957,April 19,Akira Hongou,character.php?id=40872,
3958,April 19,Ryouko Nishina,character.php?id=30594,
3959,April 19,Haru Natsume,character.php?id=99655,
3960,April 19,Cure Aqua,character.php?id=74073,
3961,April 19,Karen Minazuki,character.php?id=12835,
3962,April 20,Kaori Yae,character.php?id=40826,
3963,April 20,Catherine,character.php?id=89553,
3964,April 20,Miyu Tachibana,character.php?id=24091,
3965,April 20,Miko Amasaka,character.php?id=28898,
3966,April 20,Izumi Tooyama,character.php?id=1138,
3967,April 20,Shouta Mitarai,character.php?id=32522,
3968,April 20,Nozomi_Shibasaki,character.php?id=23492,
3969,April 20,Yae Kugayama,character.php?id=78498,
3970,April 20,Gabriel White Tenma,character.php?id=78430,
3971,April 20,Katsuki Bakugo,character.php?id=75965,
3972,April 20,Ruri Goko,character.php?id=22766,
3973,April 20,Labrys,character.php?id=63820,
3974,April 20,Blueno,character.php?id=47744,
3975,April 20,Nene Anegasaki,character.php?id=35942,
3976,April 20,Yuuta Usui,character.php?id=77549,
3977,April 20,Taisuke Otsubo,character.php?id=58991,
3978,April 20,Koori Origami,character.php?id=79128,
3979,April 20,Riku Kaitani,character.php?id=59206,
3980,April 20,Souma Kanazaki,character.php?id=81995,
3981,April 20,Hana Kurokawa,character.php?id=50073,
3982,April 20,Tsubaki Saionji,character.php?id=75725,
3983,April 20,Shunrei,character.php?id=36510,
3984,April 20,Rinsen Shirae,character.php?id=40337,
3985,April 20,Diana / Jill,character.php?id=37657,
3986,April 20,Ena Tenryuu,character.php?id=30224,
3987,April 20,Tokai Teio,character.php?id=90083,
3988,April 20,Tomas,character.php?id=79461,
3989,April 20,Fare,character.php?id=53669,
3990,April 20,Kyuubei Yagyuu,character.php?id=21179,
3991,April 20,LLENN,character.php?id=90291,
3992,April 20,Xiba,character.php?id=34867,
3993,April 20,Kanae Ougi,character.php?id=34046,
3994,April 20,Shuuya Senzaki,character.php?id=45809,
3995,April 20,Takato Saijo,character.php?id=91411,
3996,April 20,Haruka Kashiwagi,character.php?id=97911,
3997,April 21,Isami Miyanomori,character.php?id=57480,
3998,April 21,Hirako Kawa,character.php?id=68827,
3999,April 21,Asuna Kagurazaka,character.php?id=13445,
4000,April 21,Hajime Yamazaki ,character.php?id=53097,
4001,April 21,Kou Hayama,character.php?id=76798,
4002,April 21,Subaru Imai,character.php?id=82153,
4003,April 21,Nanako Usami,character.php?id=68096,
4004,April 21,Azusa Ogino,character.php?id=68075,
4005,April 21,Satomi Kanbara,character.php?id=18250,
4006,April 21,Yuki Giou,character.php?id=32913,
4007,April 21,Kinjou,character.php?id=57557,
4008,April 21,Saruwatari,character.php?id=57553,
4009,April 21,Eishiro Sugata,character.php?id=31227,
4010,April 21,Naoya Nifuji,character.php?id=90043,
4011,April 21,Hamon Caseus,character.php?id=89606,
4012,April 21,Morihito Arihara,character.php?id=86059,
4013,April 21,Gaspard,character.php?id=24332,
4014,April 21,Tomomi Natsuki,character.php?id=30602,
4015,April 21,Pony Tsunotori,character.php?id=91243,
4016,April 22,Aoba Seragaki,character.php?id=35289,
4017,April 22,Makoto Nekodomari,character.php?id=75870,
4018,April 22,Alto Takimaru,character.php?id=78777,
4019,April 22,Yui Funami,character.php?id=26352,
4020,April 22,Kana Himenomiya,character.php?id=83238,
4021,April 22,Hideki Nishimura,character.php?id=76771,
4022,April 22,Samurai Goroh,character.php?id=79171,
4023,April 22,Chouza Akimichi,character.php?id=24890,
4024,April 22,Yuuri Jiyuuni,character.php?id=90111,
4025,April 22,Akagi,character.php?id=70450,
4026,April 22,Ashigara,character.php?id=70870,
4027,April 22,Arashi,character.php?id=82737,
4028,April 22,Emilio Surre,character.php?id=17795,
4029,April 22,Mai Otsuka,character.php?id=25831,
4030,April 22,Sakura,character.php?id=20884,
4031,April 22,Souji Jikukawa,character.php?id=31308,
4032,April 22,Shamrock,character.php?id=78338,
4033,April 22,Julia Line Dragoon,character.php?id=38991,
4034,April 22,Shiraishi,character.php?id=76628,
4035,April 22,Sekke Bronzazza,character.php?id=89592,
4036,April 22,Harumi Tokita,character.php?id=38318,
4037,April 22,Haruno Yoshikawa,character.php?id=67477,
4038,April 22,Shinobu Wakamiya,character.php?id=44980,
4039,April 22,Kirigakure Saizo,character.php?id=90673,
4040,April 22,Mairu Ichii,character.php?id=52863,
4041,April 22,Kei Sakurai,character.php?id=2550,
4042,April 22,Hades: Izanami,character.php?id=83589,
4043,April 22,Dai Murase,character.php?id=91115,
4044,April 22,Midori Kusunoki,character.php?id=34117,
4045,April 22,Miu Mizushiro,character.php?id=29067,
4046,April 22,Itsuki Natsume,character.php?id=25313,
4047,April 22,Manami Natsume,character.php?id=25318,
4048,April 22,V,character.php?id=29638,
4049,April 22,Mell,character.php?id=93591,
4050,April 22,Inosuke Hashibira,character.php?id=93632,
4051,April 22,Ayu Tateishi,character.php?id=15757,
4052,April 22,Amane Kanata,character.php?id=101829,
4053,April 22,Akagi,character.php?id=89902,
4054,April 22,Centaur,character.php?id=91544,
4055,April 23,Suzume Mibuno,character.php?id=61510,
4056,April 23,Sayuri Minami,character.php?id=71660,
4057,April 23,Selen,character.php?id=78543,
4058,April 23,Makoto Niijima,character.php?id=79602,
4059,April 23,England,character.php?id=17737,
4060,April 23,Riko Nakase,character.php?id=72387,
4061,April 23,Califa,character.php?id=23889,
4062,April 23,Miyu Serizawa,character.php?id=46260,
4063,April 23,Marylcian,character.php?id=71524,
4064,April 23,Fei Long,character.php?id=48547,
4065,April 23,Aaroniero Arruruerie ,character.php?id=39400,
4066,April 23,Haruyuki Arita,character.php?id=43417,
4067,April 23,Kanae von Rosewald,character.php?id=90375,
4068,April 23,Zandrias,character.php?id=77927,
4069,April 23,Yuuya Daigo,character.php?id=10696,
4070,April 23,Kimihiro Tsutsui,character.php?id=17385,
4071,April 23,Tetsuharu Fujita,character.php?id=75279,
4072,April 23,Mega CD 2,character.php?id=81636,
4073,April 23,Mega Drive 2,character.php?id=81635,
4074,April 23,Melisman,character.php?id=77595,
4075,April 23,Julis Alexia von Riessfeld,character.php?id=74570,
4076,April 23,Ran Luckmolde,character.php?id=19071,
4077,April 23,Awata Kaoruko,character.php?id=85423,
4078,April 23,Leifang,character.php?id=79841,
4079,April 23,Shirasu Kenjirou,character.php?id=77975,
4080,April 23,Alexandra Sumire Takatsukasa,character.php?id=17964,
4081,April 23,Kazue Takanashi,character.php?id=21343,
4082,April 23,Mayu Matsukaze,character.php?id=93709,
4083,April 23,Sakura Shino,character.php?id=47500,
4084,April 23,Reina Lilou Lowchen,character.php?id=97989,
4085,April 23,Ayaka Hibino,character.php?id=98895,
4086,April 23,Matt Ishida,character.php?id=6823,
4087,April 24,Masaomi,character.php?id=33952,
4088,April 24,Akoya Gero,character.php?id=70398,
4089,April 24,Nana Irie,character.php?id=130,
4090,April 24,Miya Miyao,character.php?id=75383,
4091,April 24,Aoi Asahina,character.php?id=60965,
4092,April 24,Shimamura Uzuki,character.php?id=70331,
4093,April 24,Mahiru Koizumi,character.php?id=60991,
4094,April 24,Haqua du Lot Herminium,character.php?id=23485,
4095,April 24,Shiina Amamiya,character.php?id=13628,
4096,April 24,Makoto Kashino,character.php?id=36567,
4097,April 24,Kalim,character.php?id=44300,
4098,April 24,Kousuke Kanzaki,character.php?id=68761,
4099,April 24,Reito Kanzaki,character.php?id=15006,
4100,April 24,Noboru Koarai,character.php?id=74175,
4101,April 24,Shingo Komori,character.php?id=77914,
4102,April 24,Saeko,character.php?id=61266,
4103,April 24,Tatsuya Shiba,character.php?id=66447,
4104,April 24,Tarisa Manandal,character.php?id=48207,
4105,April 24,Neliel Tu Oderschwank,character.php?id=19596,
4106,April 24,Billy Katagiri,character.php?id=64930,
4107,April 24,Kousuke Fujishima,character.php?id=68443,
4108,April 24,Ruki Mukami,character.php?id=66185,
4109,April 24,Takeshi Yamamoto,character.php?id=13504,
4110,April 24,Ryl,character.php?id=37629,
4111,April 24,Moblit Berner,character.php?id=90644,
4112,April 24,Eru Chitanda,character.php?id=43920,
4113,April 24,Kiriko Matsumiya,character.php?id=93483,
4114,April 24,Hazuki Murasaki,character.php?id=99098,
4115,April 24,Els,character.php?id=99004,
4116,April 25,Rizumu Suzuki,character.php?id=73861,
4117,April 25,Saiko Akamine,character.php?id=9304,
4118,April 25,Rui Ninomiya,character.php?id=63149,
4119,April 25,Yuzuru Inamori,character.php?id=18332,
4120,April 25,Kaori Tsukishita,character.php?id=85193,
4121,April 25,Tizoc,character.php?id=29340,
4122,April 25,King of Dinosaurs,character.php?id=80183,
4123,April 25,Sayaka Takai,character.php?id=32460,
4124,April 25,Yuutarou Tsumugi,character.php?id=69253,
4125,April 25,Kouhei Inuzuka,character.php?id=77187,
4126,April 25,Sarina Shizukume,character.php?id=90154,
4127,April 25,Shoei,character.php?id=42845,
4128,April 25,Misaki Suzuhara,character.php?id=15660,
4129,April 25,Marchino,character.php?id=62692,
4130,April 25,Nagara,character.php?id=70820,
4131,April 25,Sumire Hirose,character.php?id=25508,
4132,April 25,Bluebell,character.php?id=34661,
4133,April 25,Penguin,character.php?id=49391,
4134,April 25,Koito Minase,character.php?id=75403,
4135,April 25,Nadeshiko Yaeno,character.php?id=7892,
4136,April 25,Leonhard von Glanzreich,character.php?id=80400,
4137,April 25,Abelia Schillfelt,character.php?id=19749,
4138,April 25,Mahiru Kiriya,character.php?id=11375,
4139,April 25,Mano Sakuragi,character.php?id=91859,
4140,April 25,Touko Sakuramachi,character.php?id=96945,
4141,April 25,Ayaka Jougasaki,character.php?id=97925,
4142,April 25,Roro,character.php?id=36045,
4143,April 25,Pensacola,character.php?id=89696,
4144,April 26,Izumi Yuibashi,character.php?id=65153,
4145,April 26,Rihito Sawaguchi,character.php?id=75823,
4146,April 26,Tomoe Akitsuki,character.php?id=78780,
